頻道名稱,頻道ID,傳送門,頻道加入時間,影片數,觀看次數,訂閱數,所屬
町田悠律【Machida Yuuri】,UClP316u-YpB3cbC2EZnFPSA,https://www.youtube.com/@machidayuuri2483,2021-03-21,26,1598,80,EchoRecall
Rainwolf ch. 雷恩沃爾夫,UCdHPncPuU6UCGeQH1IQ5ntg,https://www.youtube.com/@rainwolfch.5205,2022-04-26,45,2083,81,
Famy ch. 粉米,UC7g6gwBDn-lH4PC_8le7GxA,https://www.youtube.com/@famych.,2022-05-20,54,2109,81,StRine Office
山本 剴/Yamamoto Kai Ch. 【星空鎮守府】,UC0rXxImvRv3TQmzv5bEuelQ,https://www.youtube.com/@yamamotokaich,2022-02-17,73,4740,80,星空鎮守府
Gummy Kumamori Ch. 熊森グミ,UCHjjp5JxPVnvqwlSdDBhFQQ,https://www.youtube.com/@gummykumamori,2018-10-23,84,24631,80,
香腸公貓 Sausage Male Cat 【香港Vtuber】,UCreAv66N9lEkbs2TNYBCYaQ,https://www.youtube.com/@sausagemalecatvtuber8564,2021-06-09,13,846,81,
Akuri Ch.闇雲あくり,UCPBtb_vUbLduPNsNhHMJ_PA,https://www.youtube.com/@yamikumo_akuri,2019-06-03,32,1085,81,2VR_Studio
尼蓁 channel.,UCvf1I46lpftKoEZHaecQ7_w,https://www.youtube.com/@jenny_channel.,2021-09-23,11,458,82,
鈴萌兎琉HKVtuber,UCQjDThWF4f6F5EWJ2vNUT2w,https://www.youtube.com/@hkvtuber8873,2021-09-26,10,1245,83,
奧蘭多 Orlendo_Knight ch.,UCryf9MTmyb42X7e27-SWGbA,https://www.youtube.com/@orlendo_knight,2022-06-23,33,1303,83,
月羅,UCZg-yXRKh3OliaVMHsVrkVg,https://www.youtube.com/@user-rv9mo4vf4y,2018-06-10,74,2545,83,
Yukou Ch. 柚香ゆこう,UCtVvhPk5-lV1u-fTRyCUtsw,https://www.youtube.com/@yukou_ouo,2021-08-02,254,3204,84,
Furen Ch. 擁月夫人,UCJ-hQ3FRmdrssXHkip8_oPw,https://www.youtube.com/@furench.4834,2022-04-15,1,178,84,
鳶尾Iris【妖妖林所屬】,UCGPt0iQFWLM16VqGKpcmc2g,https://www.youtube.com/@iris-iv4jd,2022-08-20,25,686,85,妖妖林
迦蔻天,UCqDr67mTVwqgGPI2Q1lv0HA,https://www.youtube.com/@user-pf9zz4zg2k,2021-02-01,5,276,85,超異界通信+
卡林 Karlin ch.,UCDUokKPfPJLjImba_7U04qg,https://www.youtube.com/@karlinboy,2018-05-30,51,1429,85,
亞羅Aro,UCv1eqejx-s349iv8jIDqDUA,https://www.youtube.com/@aro_fischer,2021-10-17,11,800,90,
猫崎幸可Yukika,UCjUrcIJsPlOl8WNkrbMaoaQ,https://www.youtube.com/@yukikadesu222,2022-03-31,15,866,86,2VR_Studio
瞳夜 Hitomiya Ch.,UCU7lz-dXUoxVLmRbkRrHRrw,https://www.youtube.com/@hitomiya0518,2022-05-17,35,1769,90,
森原雫 Ch.,UCi_xYa2pov9m8fcDSaJ5pXg,https://www.youtube.com/@ch-xx2pv,2023-01-18,1,367,97,StRine Office
魔物26號 Mamono No.26,UCOPXeCTQZy7qemke3ft-zWQ,https://www.youtube.com/@mamonono-vm1bi,2021-02-07,9,1145,87,
月夜 見 Tsukiyomi Ch.,UC7S1owjW4OhkuwxGzfV9CSQ,https://www.youtube.com/@tsukiyomivt.,2016-06-09,21,615,86,
咬錢竜エリカ,UCpgs_7QydwfV3U6EdfwJU5w,https://www.youtube.com/@erica-kao,2022-11-21,70,2139,88,
阿楓Maple,UCWvL58TUj8pjZxqTRd4JCAQ,https://www.youtube.com/@maple4442,2022-03-19,72,1730,87,
Soxius · 蝦槓,UC1EPyl2m6Ki1t4tp_8efWOg,https://www.youtube.com/@soxius5064,2020-09-18,2,481,88,Soxius
Sweabs,UCr1U1IAY9FrQVQXrYaKe0nw,https://www.youtube.com/@sweabs4920,2022-03-31,12,2958,88,SweabsMY
米樂 Millet_Ch,UC3z3JheDfMMuIAs4lgnlQNw,https://www.youtube.com/@millet.0808,2022-08-11,15,655,88,
懷特貝爾 / L. W. Bear,UC_LJMiIRdlL1j1J1ppQOatw,https://www.youtube.com/@l_white_bear,2022-07-05,79,1505,88,
眠比Mendy,UCreqWzYsN4Kklc6vHEc6-xQ,https://www.youtube.com/@mendydrowsy,2022-05-25,94,2052,88,
雨宮修一 Shuichi,UCfRuxN3lsQUGsG8A-Eh-fnA,https://www.youtube.com/@shuichi7534,2018-10-15,17,827,89,
Shirakami HKM ch. 白神羽狛,UCzGLqoQy13K6bqrxxQmf5cw,https://www.youtube.com/@shirakamihkmch.6811,2022-01-02,108,1409,90,
Maru Maru / 丸丸 Ch.,UCI_BQk_prghf_F7WoUpy-fQ,https://www.youtube.com/@marumaruch.6575,2021-08-21,14,1310,91,
Bathin Marthin ch.,UC6ZGfoDp3amEWY1aZfFVxmw,https://www.youtube.com/@bathinmarthinch.1247,2021-07-24,34,2350,92,
南星_Nambyul CH.,UCKYVByNpV4TOXP_0vjk265A,https://www.youtube.com/@nambyul006,2022-08-16,101,1179,92,
Zero／ゼロ,UC_EefG9TjiJ8nFNDocjmNYw,https://www.youtube.com/@zero-eo2do,2021-10-08,11,816,93,
吧格Buggo_TW,UC1E3qvByQsGK8vljmMnyfXg,https://www.youtube.com/@buggo_tw236,2021-11-04,20,3411,93,
砝露娜-069,UCDmz0ettPyD-5RXvx7g5B2w,https://www.youtube.com/@fluna069,2022-09-28,23,2026,93,
Fujaira Boruta Ch. 藤蘿伏苔 [@Yamcast.tw],UCCpYBRo1er2utiKa0Eb8C0Q,https://www.youtube.com/@iamboruta,2021-11-11,50,2473,93,
白棉花糖 white candy ch. 【香港VTuber】,UCNVbrngQv7jdkNi-ee_Li9w,https://www.youtube.com/@whitecandych.vtuber8188,2021-06-26,65,4196,93,
黑狐玄冥BF.Genmei,UCEXm66Ir_G959wJxHZivxEg,https://www.youtube.com/@bf.genmei,2021-05-16,9,419,94,
彭奇Ponchiぽんち Ch.,UCLtQucBsU-L1C3dRmjXIt0A,https://www.youtube.com/@ponchip530,2022-02-09,116,2288,94,
七爺角子｜B1,UCbv1kA4XiQqy6r7zh0OCHhQ,https://www.youtube.com/@jz_b1,2021-07-31,15,1410,95,B1俱樂部
NaNa Ch. 黃綺娜娜,UCamVTFv4oKe2svIKMGmAsYQ,https://www.youtube.com/@nanach.868,2022-02-10,23,1760,96,
逍遙散仙,UCgMaKJIsPsAUcKkDcYMk3kw,https://www.youtube.com/@shoyo0229,2014-08-28,7,3762,97,逍遙門
鹿羽,UCllYarMoZZDGfm_PQ9LEEaQ,https://www.youtube.com/@comingsoon7016,2021-03-07,7,9132,97,CACV
G11🔫,UC0Oc0ZKZutGHDt0cO3_VJDw,https://www.youtube.com/@user-bk6rg6dh1d,2021-05-18,34,3220,97,
水瀨鮭魚 ch.【HKVtuber 】(死掉了) ,UCNeVkzAwpsRtf6nyBrcvicg,https://www.youtube.com/@ch.hkvtuber4407,2021-05-20,42,2506,97,
Suraimu Xeno Ch.,UCpZzF7Qr5lOMHJTM1sh2rbw,https://www.youtube.com/@suraimuxeno,2021-02-17,58,2884,97,
洛洛莉_Ch,UCaIW7E0_mk5GcKrz2P3ogfQ,https://www.youtube.com/@lololi_ch,2022-01-12,79,1779,97,
織夢者 -DreamKnittER-,UCYoF59T_yIC4g7zzDjCMEAQ,https://www.youtube.com/@-dreamknitter-,2022-09-11,18,842,98,
YURI NYA CH.侑里,UC3bFz-8TTu7h0W9DyqSpCGQ,https://www.youtube.com/@yurinyach.384,2019-05-31,19,1292,100,
久啾 ,UCH7VmxsMYZt2AjRqTzwb6Ug,https://www.youtube.com/@user-ml5ke5wq5f,2019-05-18,2,603,99,
 Yomi Ch. 四巳,UCcVv0guQlC8Q-jMmsAQADsQ,https://www.youtube.com/@44yomi44,2022-11-06,31,1738,101,
蜂蜜紅茶 Red Tea Ch.,UC_tqc47-kLL_OyuFQamLPGA,https://www.youtube.com/@redteach.3329,2021-06-24,39,5525,99,
我是媛媛是我,UCkPdu92LmYA3W2GM7ew2jJw,https://www.youtube.com/@user-nv7oc3pv1b,2017-07-09,2,125,101,
闇鴉 Raven Taylorson【初配事故vtuber】,UCKxgsQQz6jSlyt8bLqHi2ag,https://www.youtube.com/@raventaylorsonvt4204,2017-06-13,7,513,102,
Tesserakt Zero,UCAu960LDQOmfZ_hq96gZ9eg,https://www.youtube.com/@tesseraktzero,2019-11-16,13,4731,104,
ReiNa 玲奈 Ch. ,UCR_TwfYbDaWEQxCJ2mSd52g,https://www.youtube.com/@reinach.1034,2021-07-21,29,7840,101,
冬至先輩,UChKBYU29aRFqjcrJNwaX4xQ,https://www.youtube.com/@toujisenpai,2014-03-19,28,878,102,
弎羊開泰 Ch.,UCVG2aSktF0d_4nJPKfesGAw,https://www.youtube.com/@sanyang_kaitai,2022-04-29,33,2382,105,
GoC ch.曔,UCCiU3yXWXenEeLocftwPKrw,https://www.youtube.com/@gocch.6568,2021-04-29,16,1271,103,鎮魂鐘
伊理  Iri Ch.,UCcZMCKa_ulPYA72jTAc9V3Q,https://www.youtube.com/@iriiich,2021-07-11,72,2349,106,地下軼樓
Aorëa ch. 音羽 ことせ,UCVhVjMVs3aWkFDjh-y9mEsA,https://www.youtube.com/@otohakotose,2021-08-31,23,3963,104,曙光學院
狐師傅 【HKV道長】,UCinK7bwEEq7bimO82V-jAzg,https://www.youtube.com/@hkv2673,2021-10-10,8,1117,105,
BRiCKxBricKoLa Ch.兔仔仔與磚頭,UCPv5US--NcIzzpdej_5JRlg,https://www.youtube.com/@brickxbrickolach.3887,2021-04-22,54,2751,105,TSSVB
咘小星 Hoshi,UCd3tnT1jt8Nn6BysROvupOg,https://www.youtube.com/@ssstar180,2020-03-19,202,5294,104,
林富貴 RichLin Ch.,UCbZ8OOwuBqLrAPtYjZN5u3Q,https://www.youtube.com/@richlinch.6101,2021-07-22,3,575,106,艋舺會社
夏煦 【XiaXu】,UCVdlKCHGqBlGpuMYJ7DCz6w,https://www.youtube.com/@xiaxu0416,2022-02-09,4,464,107,
塩月淥霏 Luffy Ch.,UC1KQjbVUnIWRxfLJLzw4VTg,https://www.youtube.com/@shiotsukiluffych.2806,2022-04-10,7,533,110,
啵妮 BoNi,UCqEQmpRrFvytSElANdSLRUw,https://www.youtube.com/@boni0w0,2022-05-23,7,485,106,
Daina Ch. 呆那,UCOCmYkjJC5E0_0jQkpDHfng,https://www.youtube.com/@dainaawa,2021-12-26,27,1103,107,
佐倉ヒネ,UCakk6yEUMwVr_Hw4KwxahNw,https://www.youtube.com/@user-ez6wx1qz4r,2020-03-10,166,9471,108,
曦卡Sica,UCLkNXC6Yw83Cn_JP8yOutSg,https://www.youtube.com/@sica0000,2023-01-22,2,36379,140,蘭德洛可工作室
小茵喵,UC9KsFvW1YYufRUFjG9OoMOA,https://www.youtube.com/@user-cv3ne2ks2b,2022-07-09,60,10504,107,
Skelitto,UCHzwdHDyyGlKeypDbUZrLwA,https://www.youtube.com/@skelitto,2022-10-19,63,6721,107,
YuYu Ch.魚魚,UCNo67quV2yrllDLBxj2RKag,https://www.youtube.com/@yuyu_0103,2023-01-05,3,1035,110,
星原ユリア 【香港VTuber】,UCIvj3u9aFO1JgGEft0PTSsQ,https://www.youtube.com/@vtuber9014,2021-05-08,32,3414,108,
菲利亞::Philia,UCd04vOua3CJBqcewvLuqkKw,https://www.youtube.com/@flamephiliach,2020-07-02,76,3746,108,
沙沙狐,UC0v8T3bjbmQ1dUjIUiictUg,https://www.youtube.com/@shashahu,2021-12-11,95,4168,108,
花澤琳奈,UCsJwVS3pqJ3ws4F0u1x5Z4Q,https://www.youtube.com/@hanazarinna,2012-05-13,1,2,108,星月神社
水無月悠歌 Ch.,UCv793wmYKRKfDsyzznnI_Ug,https://www.youtube.com/@minazukitouka,2022-04-29,242,4450,111,
春曜 Haruyou ch.,UCgKzINvaMRZMkoPUKLaTgFQ,https://www.youtube.com/@haruyou3690,2021-09-01,94,2811,112,
白川赤子,UCAtHGNsnm9GsA6D0R_voeCg,https://www.youtube.com/@akiko_shirakawa,2019-11-11,3,246,112,
Kulala. Mia. TW-克拉拉米亞,UC2t7vx7iSljB4QWexBwt0Yw,https://www.youtube.com/@kulala.mia.tw-9462,2022-09-15,15,1185,118,
星野ももこ 魔桃 Ch.[HK-Vtuber],UCYhvnaNxuFaA9XjrRAD2TCw,https://www.youtube.com/@hoshinomomoko,2021-04-30,15,1377,111,
鳶尾羽,UCNrs20xJ0ejPpjjjQAzO3Ow,https://www.youtube.com/@ichihatsuhane,2022-05-25,19,948,111,
N桑,UC0ERoMwDtvoZ0AANFBrVsNQ,https://www.youtube.com/@void_kuroark,2018-11-03,22,1608,111,
八爺阿卡｜B1,UCqMSNGebyckqih03U6epV3A,https://www.youtube.com/@akka_b1,2021-07-27,16,1289,113,B1俱樂部
參二 Ch. Sanni,UCRoif0fd22u-XOQjGzl1IqA,https://www.youtube.com/@sanni3222,2021-12-21,54,1704,112,
沄觀測電報,UC7u57wQPf5skTPdt2i8SuCA,https://www.youtube.com/@user-qp8nz8zi6q,2022-01-01,16,6236,113,
蛸波ヤエカ -Takonami Yaeka-,UCy5ZoyicnyHLXsPppkIZV1w,https://www.youtube.com/@-takonamiyaeka-2898,2021-03-01,20,2568,113,
馬特斯‧文迪 Matex Vamdy ,UCvChVU2GST2aBwXCUGSiyIQ,https://www.youtube.com/@matexvamdy9899,2021-05-31,43,12328,113,
迷茫旅克 Lucas Blu Ch,UCUb-P397beW0uyrR50OWmhA,https://www.youtube.com/@lucasblu,2021-08-10,59,3687,113,
法蘭,UCw9ekU9efg0j8PJ7Lw6D1zw,https://www.youtube.com/@user-bv4on3fx8v,2021-05-07,95,39973,114,回家部
貓一ˇ巴（貓18）,UCkWc50VjNIEF78CtfFMBcDw,https://www.youtube.com/@cattail_18,2021-07-21,96,1757,114,
Samejima Izumi Ch. 鮫島泉,UCBctGqTmCUBmcWwCC6KFolg,https://www.youtube.com/@samejima1zumi,2021-08-16,10,1059,115,
熊丸 帕多魯,UCJ6SpcNsIIjOsWm1GX5ravw,https://www.youtube.com/@user-lo2or6vo4u,2021-12-04,20,1864,115,
Yuki Nyanko,UCC1YEjjgaq7eA9Ow2huADjQ,https://www.youtube.com/@yukinyanko,2012-04-26,30,9263,115,
夜瀬ゆうと - Yoruse Yuuto,UCk6E2jIdJJXz4ch6HvUyzEg,https://www.youtube.com/@yoruseyuuto,2020-12-27,146,6648,115,
涅婭ニャ,UCK1S18hgoiuWq21U6bHVd2A,https://www.youtube.com/@ucnya,2017-07-18,10,1597,116,
宙 星奈,UCrwhZPILYkG41ng1LEk0IqQ,https://www.youtube.com/@user-fh2lc8eh2l,2022-02-17,21,1276,116,
日見陽太Yota Ch.,UCqaVayklaHe4Fn_GFDJY8og,https://www.youtube.com/@yotach.6089,2022-03-21,7,2044,117,
draykate,UCJe3poqBsl1HWB6j2_zUqMA,https://www.youtube.com/@draykate5807,2021-12-04,8,1036,117,
無所未la. TV,UCWYTUKoxiXZvM7O9hmR5MeA,https://www.youtube.com/@wswl-tv,2022-09-13,10,5846,117,無所未la.
Portal Of Realism [ON HIATUS],UCbIfZS9db0ZDMYa6d7j_haw,https://www.youtube.com/@portalofrealism,2022-04-03,38,4441,117,
石綾&BB CH.,UCPWpmVbpP5d9glUc9mjz9vg,https://www.youtube.com/@bbch.6395,2021-09-08,2,241,118,
Yuhi ch.幽火,UChLoVXXqUkpDUxqnvU6u-KQ,https://www.youtube.com/@yuhich.3209,2016-08-09,3,171,118,
影月 Eigetsu,UCg9tOr52t4175XwiWA3UqNQ,https://www.youtube.com/@eigetsu7565,2014-10-18,137,3417,118,
鈴音アオイ,UCG2xCH4AJ9ILA0nlerUAzRg,https://www.youtube.com/@suzune_aoi,2021-10-12,231,8807,118,
初雨夜夜子,UCSsCir-whUhn8WoW6nKfgjw,https://www.youtube.com/@drizzlingnight,2018-10-29,26,12595,119,
疾風柳橙uoytopo Ch.,UCmxnazw6z0gDpsTBJm8yQ0A,https://www.youtube.com/@uoytopoch.3566,2017-04-25,37,1947,119,
安特薩斯,UC8Wl20iEmxTYk20-rUZfjrA,https://www.youtube.com/@antsas_ttv,2012-08-04,119,2906,119,
Peace 2 Animation Studio,UCGTRx7hCGTdURS2RhBXobLg,https://www.youtube.com/@peace2animationstudio,2020-09-03,141,15624,120,Peace² Studio
Sou Ch. 雷獸。蒼,UCeEB95VoPf9HpoyDgyKhiQg,https://www.youtube.com/@souch.3555,2021-06-13,26,1697,120,
小巴姬,UC6aAZVY0zeXj5vRZVRH3mKw,https://www.youtube.com/@user-jt5bc3dw4m,2020-12-21,6,911,122,超異界通信+
影川玥,UCOtGx57BZbh5rxrolKBCMpg,https://www.youtube.com/@kakeshiwamoe,2022-08-17,17,3279,121,
梓神月【HKVtuber】,UC6sPmO_mV-syu_qbYxmJ4_A,https://www.youtube.com/@azusakamitsuki,2020-08-07,236,4919,122,
dreißigtausend TKIY,UCLFjaBTYyE-nTilpRvHAfaA,https://www.youtube.com/@dreiigtausendtkiy9746,2021-04-29,3,230,124,
ZIJI Ch. 紫薊,UCXPWsxugt0WT2DbU9thpIQg,https://www.youtube.com/@zijich.,2022-12-17,44,2737,125,
Edward Hosson 【HK vtuber】,UCMIbyIS9yPmJDsg6poOIyBA,https://www.youtube.com/@pd_00,2020-08-25,201,10071,123,
御鳥 Mitori Channel,UCHsHGWUN92HwIoA9G_TrIpA,https://www.youtube.com/@mitorichannel2341,2020-08-31,762,3804,123,
夢聆 MonLing,UCs8KEq3xHINSjQ2qUlF9iDA,https://www.youtube.com/@monling,2022-11-22,17,1030,125,
空太醬油ShouYu Ch.,UCi0tVo1rwx3AgiZAMjEdXIA,https://www.youtube.com/@shouyuch.4156,2020-01-23,35,10388,126,
Yachitose Oldman,UCeiUAJejFOKPTmMpWj7zABQ,https://www.youtube.com/@yachitoseoldman2509,2022-02-22,26,1978,126,
小雜碎 Channel,UCScoDBw9GYbkRiw_eCPa1qQ,https://www.youtube.com/@bk20112,2013-09-29,32,1063,126,
鹿娜です,UCkcemylRdQMmLv_vLeLZanA,https://www.youtube.com/@user-co7bd9lm3y,2021-05-17,76,2945,126,
ZheChi Ch. 赭赤,UCnrWyEqtETII8J4mgZwryXA,https://www.youtube.com/@zhechich.871,2021-11-21,19,7442,128,
 【Petrichor🦘】諾亞·希爾維斯特 ch,UCo20K6EZO7O23eKyDpPclLA,https://www.youtube.com/@noahsilvester1116,2021-12-02,28,2099,130,
露諾夜雪,UCTrSre37H24wQ0TNdG-3v4A,https://www.youtube.com/@lunosakuya,2022-08-25,42,1947,128,
伊格·斯奈克Snake ch.,UCz5xfCoa3yovUVkPTE83CVA,https://www.youtube.com/@snake_vt,2022-02-26,48,3443,126,Sexy Monkey
ReiNaaaaa,UCq7qWkeHm5Qpjn8-jHkczDQ,https://www.youtube.com/@0na_77,2021-06-08,2,369,128,晨星與月
SAKU 綻櫻創作工作室,UC7h5HSNpRJ0vcGcdj3qXR5w,https://www.youtube.com/@saku4863,2021-07-23,2,3484,127,綻櫻創作工作室
烏萊 Uriah Ch. 圖奇備份站,UCSx9PRaj7wvN8gh0-JEhhiA,https://www.youtube.com/@uriahch.0616,2021-12-11,4,538,128,
藍瑗,UChT-5N5bS_dPr6GoEBOHFFQ,https://www.youtube.com/@user-pv4du5bv7c,2021-06-20,68,4830,128,
犬張子Inu hariko,UCEL3Y_KbQYNRtD9Etyif5FQ,https://www.youtube.com/@quanzi_ch,2022-07-18,6,461,130,
榟棋 Ziqi,UC7CrSP_zhePpRKpZZVoDN9g,https://www.youtube.com/@ziqi,2022-05-24,47,2607,130,
古古·歐拉拉,UCtvC0MVBBgYUIqtmwwdwUtA,https://www.youtube.com/@euleragugu,2022-09-15,64,3928,131,光映島
雪花冰櫻,UCUSgLBK_dyTCdoYCmZKKMwA,https://www.youtube.com/@icesakura1122,2014-02-12,55,487,130,椛花夜露
Sei Channel,UCShBkhfMkOZDCMC3ZwTbA-Q,https://www.youtube.com/@seichannel1370,2020-07-06,6,1362,131,E.M project
神生璃空 Riku Ch.,UCsssop6thCr_P12H4WX7eIg,https://www.youtube.com/@kamioriku,2021-04-14,24,3236,131,
墨青 玄(konjyo gen)Ch.,UCQZQffZIYXygMivAel1ZYOg,https://www.youtube.com/@konjyogench.,2021-12-17,32,2209,131,
Yushang語熵 equals 言吾火商,UCwV8-9IKyE-4c48LXbW-W2g,https://www.youtube.com/@yushang,2017-12-05,43,2225,131,
李雀喜ウリィー社畜Vtuber💊ch.,UCYDXp3k0NFCRr_225Ndblzw,https://www.youtube.com/@tracysobusy,2021-03-19,165,5129,131,
水月 Izuki [ HK Vtuber ],UCDUY_H2U5bQ33T5X3SsmD_Q,https://www.youtube.com/@izukihkvtuber387,2019-06-09,17,2152,132,
夜雪 - Lanuit Yuki,UCW_ftInmHhVOl7i3oDbJVdA,https://www.youtube.com/@lanuit_yuki,2020-02-27,45,1776,132,
冬尋 Fuyuhiro Ch.,UCGDv9P9OuLI20yFuqw3LsLA,https://www.youtube.com/@dongxun9843,2022-04-02,84,1616,132,
奇洛 Qi-Luo ch.,UCcy8H8yumUTUTqfKtoAoaPg,https://www.youtube.com/@qi-luoch.714,2021-07-07,1,813,133,
買買 Maimai ch.【梅錢買米】,UCZiJTt2gc9qunpXIXtJfwyg,https://www.youtube.com/@mai_takalomay,2023-01-28,4,863,200,梅錢買米
桜鈴未,UCdavaNkeuUvrQFmW8dpRY8Q,https://www.youtube.com/@user-uw2mp6ye6j,2022-05-27,26,431,132,秋の月
銀兔 GinUsagi Ch.,UCjQ4oo7p2KfL0lc1mHmntvg,https://www.youtube.com/@gin.usagi_vtuber,2021-03-06,3,382,134,
八岐野,UCRjIJ79-R9Gud9utARvEJGg,https://www.youtube.com/@user-sg1sj2tk8j,2016-08-13,21,1472,134,
陳建宏 Kevin Ch.,UCWX2RzPPvt2ZjzTPdpN9z-A,https://www.youtube.com/@kevinch.8895,2021-06-22,37,4588,134,
LankLoyal忠誠的雲雀[HKVtuber],UCOS3QVKVTblTmuqO9jxXttw,https://www.youtube.com/@hibari_hkvtuber,2021-04-03,86,6469,133,
青円炎也AomaruEnya Ch.,UC8uc1j0Jc4wfb6qNmGgYLuA,https://www.youtube.com/@aomaruenyach.7543,2021-02-16,92,3569,134,
 kamishiromiya Ch. 神白みや,UCrnWQ1qkHmxJG7aAjkjYSaA,https://www.youtube.com/@kamishiromiya,2022-08-11,2,123,134,林間小鎮
卡珥斯法托爾 Karls&Fator Ch.,UCpe4hDlsZkl_R2BHw3hbUOQ,https://www.youtube.com/@karlsfatorch.4646,2021-04-03,12,2832,135,Missing失蹤人口
Four 404,UC31HxULOK5fBBVvtSn1LmgA,https://www.youtube.com/@four404,2022-06-08,3,626,136,
阿戴adai🦊🐋,UCwYnoTo3i4LL0cvPsigML0Q,https://www.youtube.com/@adaigaming,2022-09-08,15,1401,140,
mr.tsaboo Ch. 擦布微糖,UCf7hg4NkS1SCZbQkYOnYIHQ,https://www.youtube.com/@mr.tsabooch.1736,2022-06-08,34,3412,139,林間小鎮
綿貫純惠,UC992c3VruNlDkyy2n0sdRHg,https://www.youtube.com/@sumieeechannel,2022-05-09,40,2589,136,2VR_Studio
肉粒Yoluv,UCZt_1bWYfgL9TcaRYFRGgzQ,https://www.youtube.com/@yoluv9234,2020-11-11,47,1285,136,
蜜莉恩,UC-hNLDma4Rr65R-W1XSgZDQ,https://www.youtube.com/@milian_626,2022-10-08,67,5096,138,光映島
Ca-希耶,UCCpwoHcpoRi9tMSsmtB8Z5Q,https://www.youtube.com/@ca-0510,2011-07-15,1160,63174,136,
Stardust Live,UCsToerHLrCc7d1xxmQ_ZQTQ,https://www.youtube.com/@stardustlivevt,2022-11-17,2,472,137,Stardust Live
糕糕みお,UC_ql2hRmbCstwf3tyQEgKJw,https://www.youtube.com/@user-px8fu1hg3y,2020-07-17,279,2829,137,
維奧萊特 crypto,UCKj-92W0Kd5THwYDGxLov_w,https://www.youtube.com/@crypto-ed1lk,2022-02-28,24,3786,138,
莓芙琳 meifurin,UCO2lQyqJbsYon0VY3n1NlDQ,https://www.youtube.com/@meifurin7565,2022-04-13,54,3454,138,
電話詅 【Danwariing】,UCYOkW7pX3ef3XBlauinT6iw,https://www.youtube.com/@danwariing,2018-05-25,64,5812,142,
麒麟Kirin,UCVCT3ugHXbei3Ss6FYWbY9Q,https://www.youtube.com/@kirinmk2,2020-10-26,295,5548,137,
羽煙 - yvinn -,UCuK29kvvuSprkYfMYULmSGQ,https://www.youtube.com/@yvinn,2021-12-25,18,7986,139,
慕沫柯 夏可尼拉 Mumoko Shaconila【BYO-2126】,UCCzg4r2zJAdM-D1sNswWjUg,https://www.youtube.com/@mumoko_byo2126,2022-10-16,7,927,140,波游
瓴奈 Lingna Ch.,UCouw9A0rZ7wVnaWlY3Mue6A,https://www.youtube.com/@lingnach.7979,2022-04-19,9,1531,139,
Kumoji Hanasaki,UCctLneyldqn7AAgYNMeAZrw,https://www.youtube.com/@kumojihanasaki,2021-12-06,20,2614,140,My Friends
見夢ルラ×Miyumerura,UC8FFII2gBtA84sEhOXoRl5w,https://www.youtube.com/@-miyumerura2020,2021-05-28,58,1947,140,
亞夙ヤス,UCMLy8AHoMd5v8HS3xlU0Y6w,https://www.youtube.com/@yasu_dayo,2014-04-11,17,388,142,Kiseki Plain
金時芋子 Kintoki Imoko,UC9yCi3ncaTd8zx9qqvF1vDQ,https://www.youtube.com/@kintokiimoko,2022-02-10,29,1925,140,
夜狼星Yoro Ch.,UCujBE5Pwr-uKOepuMAZo_9Q,https://www.youtube.com/@yorokamoshi_art,2022-01-17,38,3652,141,
玉草.chたまくさ,UCrxyxzoIN8vOFVtt18vNcsg,https://www.youtube.com/@ch-bi7qb,2021-02-03,4,663,142,
貓音憂瀰*yuumi,UCVuTMRQbm7XlxRjo504wvDQ,https://www.youtube.com/@yuumi_nekone,2022-02-25,9,2303,158,
伊哇 Iwa Midorin,UCGkP-_TPvgawkAXcKi392LQ,https://www.youtube.com/@iwamidorinnn,2022-04-05,95,5511,142,
千島ねう-Chishima Neu-,UCY9ImsIlHIcbnd4eji5QSfg,https://www.youtube.com/@-chishimaneu-9603,2022-04-17,105,1931,141,
幹話系大學生🎓琉遠 Ryuyan,UC6cP4WbnrYypBKSJ7dXWvrQ,https://www.youtube.com/@ryuyan1005,2022-03-06,20,1277,143,
馨壬絲雀 .chスズメ,UCoOIkCdco_ehAGyKZahtJnw,https://www.youtube.com/@shinokisuzumevtuber9203,2018-06-08,8,464,145,
楚琳有琴 ch.,UCqwgfVDlSb4hpJr4V2UeTMg,https://www.youtube.com/@chu0,2022-07-01,29,1849,144,
栗松三鼠三Kurimatsu33,UCs-AisNto224U4Usvu9uP7w,https://www.youtube.com/@kurimatsu33,2021-12-12,31,2602,146,
赤月红 Ch.,UCDgri0gzgrgnvIjM0N-q6KQ,https://www.youtube.com/@littlereddd,2021-04-10,106,5343,144,
圖圖 tutu Ch.,UCr_2ldg9f44PvC-hNWnSvGg,https://www.youtube.com/@tutu.ch.,2021-06-18,127,6253,144,
Hope Demeter Ch. 霍普迪米特,UCaNZ6pvB7oxBerbsIkSB0AQ,https://www.youtube.com/@hopedemeterch.8850,2022-03-05,157,1164,146,
🐢玄武與竹哥🐍 ,UConXlcpqI7agOqZkqjLq3hQ,https://www.youtube.com/@xuanwubango,2021-10-27,157,5224,144,
Shika シカ Ch. 『SweabsMY』,UCL5IXDJ9y7ohkbJF9DVYgIA,https://www.youtube.com/@shikach.sweabsmy1859,2020-08-07,14,2473,145,SweabsMY
