頻道名稱,頻道ID,傳送門,頻道加入時間,影片數,觀看次數,訂閱數,所屬
煙米子,UCyUtfSQlvMiqGaa6zExXHDg,https://www.youtube.com/@kihom1234,2012-10-30,958,53013,257,
狐崎冥Kitsunezaki Mei,UCiBbPf_s3cqpWKlfwwGm-2Q,https://www.youtube.com/@kitsunezakimei,2022-04-13,150,10632,359,
咪貓貓Mimaomao Ch.,UCb2xaWuXdWpMJkJ07iiQWzQ,https://www.youtube.com/@mimaomao,2020-11-15,187,7206,279,
仔魚,UCgbHkaJRVorQltgRwM-fn0g,https://www.youtube.com/@ziifish,2020-07-22,30,82290,2730,
紫藤堇 Yukari【Stu. Huayu】,UCgT4Oe--hch3cgHm2qGawYQ,https://www.youtube.com/@yukari_vtuber,2022-01-22,347,630817,12100,花遊工作室
天櫻咲樂さくら【Stu. Huayu】,UCK-H5yv8OpCce5xmUrbOP8A,https://www.youtube.com/@sakura-0327,2021-07-23,404,363147,9380,花遊工作室
Baris‧Aforgomon Ch. 巴里斯,UCHtrMQI1mzpmiNr2q4zhsTw,https://www.youtube.com/@baris1105,2012-04-17,665,125210,754,
楓霊KaedeRei,UCN8rBZfogHpJmBSx6PGFusg,https://www.youtube.com/@kaederei,2014-10-20,91,8981,513,
Ikusen/いくせん from Taiwan【official】,UCKazkVudNQs8ZhwfXj_RNPw,https://www.youtube.com/@ikusen_vtuber,2018-11-26,990,868324,8850,MOMOMO團
【糖 ♥ SaSa 不加糖】,UCktGpKEQQJZlk9st2kr_6nw,https://www.youtube.com/@sasa0401,2021-07-03,125,8212,215,
蜜柑醬,UClEOwU5kYzJbB9jfzcIO1cw,https://www.youtube.com/@lightmikan,2021-12-02,30,443,16,
狼谷卯雪 Uyuki Ch.,UCCLL_5Rf5iSnmEl2h3bbvIA,https://www.youtube.com/@uyuki,2021-08-22,137,22832,900,
PinkCat,UCYqyub9VV7wjnZi5iyRUccw,https://www.youtube.com/@pinkcat_vt,2013-06-02,74,13542,342,
菲利亞::Philia,UCd04vOua3CJBqcewvLuqkKw,https://www.youtube.com/@flamephiliach,2020-07-02,76,3746,108,
尼歐▸NIO,UC9dgQjtu22qB5BiTG9pjnQg,https://www.youtube.com/@npc_nio,2021-10-30,22,7571,600,
神草甘蔗子 Sugarcane Channel,UChCgJs3aa3WR_elsODUVakA,https://www.youtube.com/@sugarcanesc,2007-12-01,1024,1854092,7470,甘甜糖罐頭
夕雨勳 Ame_Isao ch.【雙聲系】,UCoEf8jZzm9aq7v2F4jsrdBQ,https://www.youtube.com/@ame_isao,2020-11-22,271,16201,533,破曉鴻羽
Proose ch. 布魯斯頻道,UCl7ci9Pexnjf7UGpWxqj8qw,https://www.youtube.com/@proose0325,2021-02-14,105,135251,5360,
Skelitto,UCHzwdHDyyGlKeypDbUZrLwA,https://www.youtube.com/@skelitto,2022-10-19,66,6967,113,
HangYiu Ch. 幸瑤【HKVtuber】,UC5GKRsrZ8zoXHgLfc9xhj1A,https://www.youtube.com/@hangyiuch.hkvtuber9299,2021-03-13,5,3233,208,
露諾Runo Ch.  夢見ルノ Vtuber,UClrEEYKUbDMt31Yrxrq0P9Q,https://www.youtube.com/@runoch0909,2022-05-24,66,26992,2610,
弗倫頓FLUORITUM,UCjK0XZeK4cxJ8ZPD7EgRP1w,https://www.youtube.com/@fluoritum,2022-11-16,30,5965,565,
貓樂火神 Nekoraku Hikami Ch.,UCpl71UuimGfNeI438NYMasA,https://www.youtube.com/@nekorakuhikami,2021-06-05,354,27023,304,
宗樹-かずき- Ch.,UCz10h0t2CAZJeJI2UbcZS-g,https://www.youtube.com/@--ch.5050,2019-08-21,89,9438,452,
🌾喵喵草🐺CH. Komugi,UCB4N3N2dNrNaJjVxlAhbHAQ,https://www.youtube.com/@komugimeow,2021-07-07,185,15215,629,
仮面の投稿者_月川,UCVtXUyN4tWdcirHH9r5Yxfw,https://www.youtube.com/@kamentsukikawa,2006-09-08,170,157805,1860,
朵咪可 Dormicule Ch.,UCI0qkJpfpA9cCeeu0lkP1tw,https://www.youtube.com/@dormicule,2021-06-22,91,11569,341,
柊 パオレ / Hiiragi Paore Ch.,UCBRTIsxzX37IIMwH-qHZQnw,https://www.youtube.com/@hiiragipaorech.1395,2021-03-08,182,49247,1020,
山尾白Yamao Shiro 休眠中,UCtfwu_vVm3yTUctd6iklzaw,https://www.youtube.com/@yamaoshiro882,2020-12-08,3,1410,650,
赤羽亞矢 Akahane Aya Ch.,UC-BEqmEu9tMo2EfWyuiD6zA,https://www.youtube.com/@akahaneaya,2021-05-10,316,102175,4100,
Yona Moana [HKVtuber],UCN-UqaaVDtQx1uKMUR3-cXQ,https://www.youtube.com/@yonamoanahkvtuber7371,2019-08-08,201,79565,2260,
お魚 Ch.,UCxpuESKC20IMML0x0efqiLw,https://www.youtube.com/@osakana0128,2013-04-20,317,23706,667,
Tsukishiro ch. 椎南 月白,UCGQ0452yHwnPsHTpcbdU0ow,https://www.youtube.com/@tsukishiroch,2020-11-26,213,56211,3960,
檨子八Hachi Ch.,UCe-WJQzUmkU4GufM0UVhvhg,https://www.youtube.com/@hachich.6020,2013-06-13,87,14852,1250,
小倉菓菓 Kuku Ch.,UC3OISU7SN-CpQF__FcfjfHg,https://www.youtube.com/@kukuch.2338,2021-05-06,140,12636,564,
Kasshia Ch. 蕨明子【AuroraLiveVR】,UCBv0Bajrd2i026pBY6A5PBw,https://www.youtube.com/@kasshiach,2022-06-19,68,43378,2710,孤島植物園
葙砡HsiangVi【HorrorLive】,UCsNWajn1BmR6u3OiuIzc0ow,https://www.youtube.com/@hsiangvi0703,2015-03-25,184,4569,182,
胡梨 Hulii Ch.,UCZhPqTpv1EzopO0jGIu8LCA,https://www.youtube.com/@huliich,2022-05-10,186,56843,1810,CormaNewMedia
HaiZ ch. 海唧,UCI-b1GL4y_zoBoVozwmgrWQ,https://www.youtube.com/@haizmonstar,2021-07-26,502,2289035,32800,SquareLive
空三小KukiMitsuo [HKVtuber],UCRcUJvyEjTVxRpT1AbOVPBQ,https://www.youtube.com/@kukimitsuohkvtuber9003,2021-04-18,21,3077,68,
阿瑋Awei,UCbregBTQSiq6lU7903WIXVA,https://www.youtube.com/@awei7999,2021-04-25,72,6047,340,
MoBi ch.牟毗,UCcurhd0cegemGnaAdRI02xw,https://www.youtube.com/@mobich.9745,2020-08-21,142,10055,416,My Friends
藝能行者の愛莉卡／秋田 エリカ Akita Erica【Multilingual Vtuber】,UCwrrBX8W1_24Yxdjb14ELNw,https://www.youtube.com/@akitaerica,2010-07-10,213,15115,405,
Reika ch. 靈香🌷【花町月一期生】,UCDvSVOVDbvAkSXqRbpnsY4g,https://www.youtube.com/@reikach033,2022-01-24,177,94579,3700,花町月
雪花冰櫻,UCUSgLBK_dyTCdoYCmZKKMwA,https://www.youtube.com/@icesakura1122,2014-02-12,55,489,130,椛花夜露
解凍三色豆Sansedou Ch.,UCaH89cKtbM4SfOVZqCBjWmw,https://www.youtube.com/@jiedongsansedou,2021-03-26,49,228721,6160,
Honodera Ch. 月陽炎寺,UCqUU2QEPmNq_Xe_wf2MjI3w,https://www.youtube.com/@getsuyohonodera,2014-12-30,230,269435,1510,
可諾莉HolyMoly,UCRi_JcuKneF0wUCC2zKIX0w,https://www.youtube.com/@holymolykanoly,2018-10-23,249,291742,4120,
Imo Ch. 薯片,UCYH8b76CrBUEfS7So_Zv09g,https://www.youtube.com/@chiaki_imo,2018-10-25,166,27015,1520,Kiseki Plain
蘇雪霏SharronSu Ch.,UC4CbDxYuMvVA3g1-PA1ONDw,https://www.youtube.com/@sharronsu_ch,2021-05-20,163,17547,580,
帕露菲,UC0xXBGnLzpTj61PCq7nb-jQ,https://www.youtube.com/@user-jq3ft7op1x,2019-01-05,26,5443,558,MOMOMO團
Shecil Ch. 葉月 雪希嚕🌺,UCV8iDwYHXs6GfvMhIj4e5ng,https://www.youtube.com/@hatsukishecil,2016-09-03,680,52276,902,
SEESORA 観空部,UCbTckg5xc-aEg1mgHsE8ocQ,https://www.youtube.com/@seesora,2019-09-18,654,455464,6770,
 Kujira Ch. 京洛🧪 【靛之森Ainomori】,UCvibu2DQGJbvBb6DDz25EuA,https://www.youtube.com/@kujiravtb,2021-07-18,54,13434,1860,靛之森
史黛菈 埃蕾諾亞 / Stella Eleanor Ch.,UC_IF2EVLSGHshLLiYm8wNGQ,https://www.youtube.com/@nkstellaeleanor,2022-05-01,192,299342,12700,NKshoujo
卯月 瑠花Ch. 【香港Vtuber】,UCPLVjyOLB7uOt_gtwwQx7TQ,https://www.youtube.com/@uzuki_ruka_,2020-02-20,250,62551,1610,
Yumi Ch.由美,UCsnBIFweczmXSfpIT2ecSag,https://www.youtube.com/@yumisleepinggg,2016-07-10,81,69282,1980,
翠瞳四靜_Shisei,UCNEDT47m6nFynNZ9uGN1rSg,https://www.youtube.com/@_shisei9501,2020-02-19,144,10021,399,夜貓森友會
MangFeng Ch. 芒楓,UCqUH7Zh_i42W44KzWuY_emw,https://www.youtube.com/@mangfeng_vtuber,2016-07-12,92,10980,394,
G11🔫,UC0Oc0ZKZutGHDt0cO3_VJDw,https://www.youtube.com/@user-bk6rg6dh1d,2021-05-18,34,3222,97,
Mia Ch. Nmia Gaming,UC0xgwzc0LVT9-jk4aSpea0w,https://www.youtube.com/@miachnmiagaming,2021-07-24,94,12282,1260,
DK夜櫻 Ch.,UCAmwNlD5tmW5kOazvsMWaVw,https://www.youtube.com/@dknsurka_ch,2020-09-21,16,5539,199,
美人茗茶,UCLD8Vxj7XSCGvH1w_XxQOdA,https://www.youtube.com/@meirenteav,2021-04-21,168,41783,1840,
見月 鳴Mitsuki Mei,UCCYQmrtI9ZmdjQvAMn3tsSw,https://www.youtube.com/@mitsukimei7305,2021-05-10,61,4214,258,Stardust Live
Gin ch. 銀,UCLQjYlUFWOnKz5Bah1lutTA,https://www.youtube.com/@gin_sama_ch,2022-01-18,62,4627,148,
咩,UCdYKzqHArHJSO3XfwM0A5jQ,https://www.youtube.com/@user-uz3bv2xo8y,2014-11-29,3,297,320,
潤葉小春 UruhaKoharu,UCqSk6P_yjh8GcjnMcgKS4aQ,https://www.youtube.com/@koharu_kawas,2022-05-17,64,18241,1050,Kawas Project
奧菈‧忒里亞 Ora‧Theria CH.,UCPN65xGh51BlaCr82U0qlUw,https://www.youtube.com/@oratheriach.1239,2021-06-26,76,5000,277,
涅婭ニャ,UCK1S18hgoiuWq21U6bHVd2A,https://www.youtube.com/@ucnya,2017-07-18,10,1709,115,
uiru channel,UCaa4SgE0_vAs1lLnEmOsbHw,https://www.youtube.com/@uiruchannel,2018-11-07,101,154146,6160,
TachiDaMo立花 Ch.,UCUhP5tDqyivUMH2so81BlZQ,https://www.youtube.com/@tachidamo,2020-10-11,181,12567,344,
Loorent Vräewok,UCCPZ7cjyiZd15lCHz1FaGAw,https://www.youtube.com/@mrsaivat,2009-05-29,301,20072,579,
洛可洛斯特Loco Lost,UCT1kajmUhayQ4QaLlDbK23g,https://www.youtube.com/@locolost65,2021-04-01,614,3774038,56700,
Mintchoco Ch.薄荷巧克力,UCcHo1pDP_T0Y7067ulTPAPg,https://www.youtube.com/@mintchococh,2021-02-08,170,37646,1820,
織夢者 -DreamKnittER-,UCYoF59T_yIC4g7zzDjCMEAQ,https://www.youtube.com/@-dreamknitter-,2022-09-11,22,872,98,
艾薇兒 Avril Lavigne Ch.,UCNjtVAxGDiVnTU78gCtvm_w,https://www.youtube.com/@avrillavigne0525,2013-09-16,6,1467,512,
LankLoyal忠誠的雲雀[HKVtuber],UCOS3QVKVTblTmuqO9jxXttw,https://www.youtube.com/@hibari_hkvtuber,2021-04-03,86,6475,133,
亦哉いちや Ch.,UCURVmxf1iseogmw_OuTPPKg,https://www.youtube.com/@ch.6536,2021-10-27,19,2130,214,
TaiDa Ch. 黛惰夜【VTuber】,UCGHrcWM98DSrfNiIiuoWy3A,https://www.youtube.com/@taidach.vtuber783,2021-03-12,3,1506,314,
綾アヤ,UC8YvKJbc1R6ORdDroDzhJYg,https://www.youtube.com/@user-fp8px2zq3x,2022-09-02,8,2578,188,書
Pururu Ch. 雪球噗嚕嚕,UCsqdTnZg8WWfllZStBE0L0g,https://www.youtube.com/@pururuch.5371,2021-03-25,37,9612,254,Wander²
Nanashi Yuki Ch.,UCsq7gvUSvwLAky681bYkqZg,https://www.youtube.com/@nanashiyukich,2021-12-24,144,16368,587,
Yutsuki Ch. 綾瀬ゆつき,UCD-9KH-p_slRc_QBfOYRvxA,https://www.youtube.com/@yutsukich.9677,2021-04-02,146,30162,1090,
歌音カノン,UC0KwtQcD3NhvAKyXPnmt7Lw,https://www.youtube.com/@kanon_0323,2021-04-25,25,11009,405,
Tainyusuin天魚戌音,UCOQ_bJyqgTL5Ax202AaOtzQ,https://www.youtube.com/@tainyusuinch,2020-09-26,222,47034,781,
DreamCity 夢想之都工作室,UCEdc-bRjpqlpY_NTfy_vR1w,https://www.youtube.com/@dreamcity_stu,2016-11-27,29,167003,2550,夢想之都工作室
Shiraha Minto Ch. 白葉ミント ,UCIP5i2KLRFzpedBYLUDwU4g,https://www.youtube.com/@shirahamintoch.4569,2016-05-06,19,2156,151,
譜羽 Fuu,UCPD3IIpKHKoU_Vf15GdfXRQ,https://www.youtube.com/@fuuvtuber,2016-04-26,13,16899,3270,
Yuu Ch. 冬月ゆう★小游【HKVtuber】,UCQJ-6r8cAcJs5yrhM8O288A,https://www.youtube.com/@yuuch.hkvtuber7853,2021-01-12,6,2819,307,
慕沫柯 夏可尼拉 Mumoko Shaconila【BYO-2126】,UCCzg4r2zJAdM-D1sNswWjUg,https://www.youtube.com/@mumoko_byo2126,2022-10-16,7,935,138,波游
Gokusai Amae Ch. 極彩天繪,UC_KEI-aB1kt0qHnVC2xuX8g,https://www.youtube.com/@gokusaiamae0430,2021-06-30,246,42146,1430,
瑪瑙イノシ,UCM7mURkxacuhzwsOIQX4DRA,https://www.youtube.com/@user-hx6sg1vt9c,2020-08-08,4,4418,347,
URika Ch. 攸里香,UChZ2nCCMmuHGi0k1ALzCMcA,https://www.youtube.com/@urika0924,2022-06-01,121,39756,2070,VOICEMITH
月子🌙moonko ch.,UCns2dGkq1OusHQhh5_EicLg,https://www.youtube.com/@moonko1024,2021-09-26,59,9799,247,
諾里 / Norie,UCw1pkppcp-AZwfQsyG77jGg,https://www.youtube.com/@norieee_v,2022-07-01,49,561,40,
貓耳Nekomix,UCJyUJuz8L-mu1Ted8W-QR_Q,https://www.youtube.com/@nekomixnx,2021-04-19,268,22414,567,
Roselia Ch.,UC7shoPddBRhh6XPp_USyqLw,https://www.youtube.com/@roselia_vtuber,2019-02-20,217,12130,315,
朱桃桃 - Peach Piggy,UC4hFgxCp8rBUJhuc88ev7Hw,https://www.youtube.com/@-peachpiggy8917,2021-07-23,215,35739,1240,
Orimiya Popori 織宮ぽぽり,UCM87_7QnygMq7bxdMBWmrpQ,https://www.youtube.com/@orimiyapopori3806,2022-07-13,142,20514,579,V-Saga
日見陽太Yota Ch.,UCqaVayklaHe4Fn_GFDJY8og,https://www.youtube.com/@yotach.6089,2022-03-21,7,2048,116,
轉蛋姬 - 紅白星ほめて HMT Ch.,UCREEHnDKQE-s87T_ozaw2KQ,https://www.youtube.com/@homete.vtuber,2020-08-23,165,76183,3100,
Ayane ch. あやね,UCtW55LhFWOOxajoJj0ueZmw,https://www.youtube.com/@ayane_vtuber,2009-10-24,531,39091,698,
ଘ InGetsu ch. 湮月 𓃘࿐,UCEEEz0zRVXo1A_Coe0nE7YQ,https://www.youtube.com/@lilimxxxdeer,2014-04-11,101,34350,1390,
BRiCKxBricKoLa Ch.兔仔仔與磚頭,UCPv5US--NcIzzpdej_5JRlg,https://www.youtube.com/@brickxbrickolach.3887,2021-04-22,54,2754,105,TSSVB
穗宮七眠🌾,UCuF_n2qdSthZ7ij-v4YonCw,https://www.youtube.com/@user-ti2ql3rh7u,2021-10-06,1,71,43,
屍屍Shishi,UC50VucABTfmaDxKk4L33QRQ,https://www.youtube.com/@shishi72x,2021-03-05,770,35671,540,
粟米SOMY Ch.【HK Vtuber】,UCxUUkSnWUMblhGqGHC-pfdA,https://www.youtube.com/@somy0714,2020-12-01,254,82720,1310,
Portal Of Realism [ON HIATUS],UCbIfZS9db0ZDMYa6d7j_haw,https://www.youtube.com/@portalofrealism,2022-04-03,38,4460,117,
「桐桜」Kirisakura Channel,UCHGmdwARRDMkvhgQG9r1GcQ,https://www.youtube.com/@kirisakurachannel772,2013-07-08,33,79696,1850,
越月YUEYUE ch.,UCRWIlUxJ_AuJL89ULDBuntg,https://www.youtube.com/@yueyuech.5280,2021-09-07,18,717,36,
Rin Ch. 猫夜 凜,UCUehf7oiKbmczOFFFE3quAA,https://www.youtube.com/@rinch.2531,2021-09-16,179,190199,7560,AuroraLive
Papadaily Ch.熊太趴趴,UC5vdaDuDexicUeSTGUJCxBA,https://www.youtube.com/@papadailych,2020-07-03,550,65344,1340,
茶貓 TeaCat Ch.,UCOMUHIn2BmtBWokkMIFtIng,https://www.youtube.com/@teacatch.5662,2021-12-12,63,4670,350,
エリシア蓮ヶ谷 / Elicia Hasugaya,UCpGqQsqcJYWE6AVpIRW_S_g,https://www.youtube.com/@elicia.hasugaya,2021-04-11,240,18702,307,
靛汐 Indigoshio Ch.,UCRN9sVZQqbE0uWHDDXze4LQ,https://www.youtube.com/@indigoshioch.9002,2021-12-31,110,3876,147,地下軼樓
李聽,UCw2CTp01JDHoyH-4tFX9UlA,https://www.youtube.com/@leelisten2017,2017-01-25,739,65594352,437000,
蘇爾•普利莫╱Sol•Primo【Mystic Project 所屬】,UCFHp23ZN_bYsKdhlLFktDXQ,https://www.youtube.com/@sol_primo_,2022-06-08,179,30138,986,Mystic Project
喵井紅葉,UCjXpA7CBwVEVXuiQostEvYQ,https://www.youtube.com/@meowimomiji,2020-06-23,327,15259,408,
Hope Demeter Ch. 霍普迪米特,UCaNZ6pvB7oxBerbsIkSB0AQ,https://www.youtube.com/@hopedemeterch.8850,2022-03-05,157,1171,145,
ホタル,UCSch3q7TLdUBfeeI9srbp-g,https://www.youtube.com/@nekofancier,2020-01-05,56,498931,7790,
我是媛媛是我,UCkPdu92LmYA3W2GM7ew2jJw,https://www.youtube.com/@user-nv7oc3pv1b,2017-07-09,2,125,100,
Olda ch. 歐妲,UCfZofhrZ4pxCESrcs5m5NJg,https://www.youtube.com/@oldamonstar,2021-07-26,464,1625033,42900,SquareLive
高雄林小姐,UCfwIUmAj5QKbaAxHoOR-23g,https://www.youtube.com/@khmisslin,2011-12-31,1824,29087537,103000,
小千SEN@ALYR,UCSMJW6WVDbOXvHWDQ45PrNA,https://www.youtube.com/@senalyr7299,2022-02-05,24,4251,207,織女星project
阿柴QianChai Ch.,UCSbkMJUUBt69t8qtGCQn1JQ,https://www.youtube.com/@chaichaiqwq,2015-09-10,59,6703,389,NPC
御村米夏 MimuraYoneka Ch.,UCPae7ETCymJqGFMmArS-Y6A,https://www.youtube.com/@mimurayonekach.1489,2021-06-23,147,12131,383,
蓓爾妲Beta【深層星工作室】,UCs6_EF4_G_96_qAKsPlndgg,https://www.youtube.com/@beta_1122,2022-12-18,24,9087,697,深層星工作室
丹楓君ダン・フェン君,UCMA_WpzEd5EQoN_FkZvwoZw,https://www.youtube.com/@danfengxishangch,2017-10-07,32,3306,373,
貓村艾斯特_NekoMuraEst,UCV5p5X-NmnQV7QoWJTdLkPw,https://www.youtube.com/@nekomuraest,2010-11-04,236,5045,297,2VR_Studio
玉子將軍 - (玉子しょうぐん),UC-vYhb78Njbhcqm5u1XPXYA,https://www.youtube.com/@user-ch5qh5de7g,2012-10-16,4,170,30,
檸檬【香港Vtuber】,UCv69jSviUA-etvUliAOiQVg,https://www.youtube.com/@vtuber2233,2021-11-01,201,4514,59,
閻鈴 YangLing Ch.,UCcnTbOL2PfgXkD0BubwkRVw,https://www.youtube.com/@yanglingch,2022-01-18,138,216554,12400,tomocora
昴和,UCIL7oQY9DtR4wX7XGMgCxxw,https://www.youtube.com/@user-mh9me8de6r,2016-10-17,113,5279,256,
AkuHaru Ch.赤羽遙,UCQkiXjQ-h_jxo2t9Tvt6-QQ,https://www.youtube.com/@akuharuch,2019-09-09,198,39973,861,VirtualLive
乎火灯∥KAhoAKAri,UCUhVQk4RiARjUMft1s50GQQ,https://www.youtube.com/@-kahoakari,2021-10-16,46,3833,264,
虎摳 Hooco,UCO4m7An-oOYa38ZUh0YdUzA,https://www.youtube.com/@hooco.,2022-09-04,23,12974,560,
ChihaOlivia♡SweabsMY♡,UChsV0fApwoRbwsmGoJalPrw,https://www.youtube.com/@chihaoliviasweabsmy5024,2021-12-12,15,6626,160,SweabsMY
Yoruro Ch. 夜彩【靛之森Ainomori】,UClLXLS4Cg91K06md98cFTJQ,https://www.youtube.com/@yorurovtb,2022-12-02,24,7339,1830,靛之森
Fuuta ch. 宇都宮楓汰,UCXHIWlud0IpV_g8oBos1SmA,https://www.youtube.com/@fuutach,2022-03-21,16,5050,237,
Dinos Ch.荻諾斯,UC9aEDaPpjShpsKN84fuWd6Q,https://www.youtube.com/@dinosch,2021-05-24,155,31775,1640,
宅宅柚子YUZU CH.,UCBbnUuEzi8QBX3FvOTHzjXQ,https://www.youtube.com/@yuzuch-hkvtuber,2020-02-20,10,10035,506,
Padko ch. 平平子 ,UC2yG-9ekUwTs8Q0yMSycMxA,https://www.youtube.com/@padko_tablet,2021-01-25,537,3509985,62100,SquareLive
桜雪Ch.,UCYWBeRkue53LG5WJyfg2X1w,https://www.youtube.com/@nanamiya_sakura,2020-08-04,119,31903,843,
咪久 Mejiu,UCf-dCuo23jTbhPGsBC3nuLg,https://www.youtube.com/@mejiu09,2020-03-01,5,4409,1400,
鬼熊隊長Kumaichi,UCvSTE01VX1JeTar8dZ8_vRQ,https://www.youtube.com/@kumaichi2242,2021-07-22,136,4207,156,
Kuro Ch. 黑乃貓【香港VTuber】,UCXjSprjk2vmezTFAz4qJ1uw,https://www.youtube.com/@kurononeko142,2021-03-05,304,50131,710,
ユキキツネ Ch.毛絨雪狐,UCWbba2g-jli2Jeq2gLlWySw,https://www.youtube.com/@ch.1103,2013-06-23,160,19393,514,
雷克斯T-Rex ch. 突發為主,UC2EgSribbXMwGRxLhplQE4w,https://www.youtube.com/@t-rexch.596,2021-06-27,130,83359,2660,
菈納.Lana_TL,UC-Y8-G3Bme0dxYnMFjPHDkQ,https://www.youtube.com/@lana_5357,2021-09-02,98,7391,507,Trifling Light
いしくMason梅森,UC202HJ5dxrKTWOrCpXGo-Iw,https://www.youtube.com/@ishikumason,2015-01-24,161,9556,276,
Yumu Ch. 天城ゆむ ,UCMNAGpwPeDuyfcv-Vpma_sg,https://www.youtube.com/@yumuch.6750,2021-07-21,126,11552,433,
Lium WinterField_Ch,UCZOdW2Nm35fclL8-CJxZuUQ,https://www.youtube.com/@liumwinterfield_ch670,2021-12-12,61,5355,171,Eticlas
AeroKhai,UC6pB0ERKyPnzHA8Pw-tKjYA,https://www.youtube.com/@aerokhai,2012-02-19,6,2885,33,
NiYan雵 Ch.,UCVjx44N_oRdJdKSUHBeHx1w,https://www.youtube.com/@niyanch,2020-12-13,298,38952,1250,
Yushang語熵 equals 言吾火商,UCwV8-9IKyE-4c48LXbW-W2g,https://www.youtube.com/@yushang,2017-12-05,43,2246,131,
端木望風,UCqNUafRYPQR476OQUXdKDig,https://www.youtube.com/@user-ur1ht4yi8v,2021-02-06,117,2407,25,
天犂謬那Myuna ch.,UC30Dj1DKVYk4kC8iWAjKbRg,https://www.youtube.com/@amasuki,2021-03-05,106,17922,451,
Yutsuki Ch. 門奈佳 玉月,UC-Uf-Z1XMS34pXM1M7vXjjQ,https://www.youtube.com/@kadonakayutsuki,2021-06-06,273,15268,335,
【回歸啦】洛緋亞&洛冉.RoRo_TL,UCk-ua3DFHsUr8AL1TreZjiQ,https://www.youtube.com/@rorotl,2022-02-11,56,4231,305,Trifling Light
鯉吉 Rikichi Ch.,UCg4RNuyBZ-O_qna1ZSbsibw,https://www.youtube.com/@rikichi,2022-04-21,167,79222,555,
生深 / Umi,UClHc7rp3RroYpCAAG1amDSg,https://www.youtube.com/@umimiowo,2022-04-02,11,50744,459,
Mikage Tantian ch. 御影曇天,UCE2B5YLwJSopJy4EZhmV7Iw,https://www.youtube.com/@mikagetantianch.,2021-08-11,158,137748,3150,
犬犬波利呦,UCQ9-xkib01aRpKHJawQBUDw,https://www.youtube.com/@user-cq4yu7cc5n,2022-03-16,37,3620,176,
悠芮霓思 Uranus ch.,UC5uGzuZjhS4C6jg7ZQN-nFQ,https://www.youtube.com/@uranusvtuberch.,2022-04-30,22,4611,424,
虚空 ユウトVoidborne Warden Ch. [HKVtuber] ,UC6n3rJ0Q1toi4NY-n2Nfyaw,https://www.youtube.com/@voidbornewarden,2022-01-18,113,8069,208,
卡絲塔【香港VTuber】,UCOGDUmy_6Gvv_HLSbS_0ntQ,https://www.youtube.com/@vtuber7737,2020-12-03,161,41818,844,
YukiのSakura Ch. 雪也櫻 ,UC-Te05kGd9oiOQgETrg8omA,https://www.youtube.com/@yukinosakurach,2021-09-08,164,330625,15600,
安全第一SafetyNO1,UCPXrapimz2Ob8n0THbU6A3A,https://www.youtube.com/@safetyno1,2012-08-09,131,1045,197,
小月月不是小玥玥,UCbgh6CCDcoq-GzAg0VG1qqA,https://www.youtube.com/@smallmoonmoon,2021-08-11,11,225,14,
SakuRin Ch. 凜櫻,UCL-YcgFDG3WrZLZglWJUL6Q,https://www.youtube.com/@sakurinch.0617,2020-06-26,78,9074,520,
星宮旭,UCrAwaolSUH_0F27Z9HvXZtg,https://www.youtube.com/@user-dj1fc9dj7h,2021-08-10,9,1150,218,
Hayato Ch.水樹はやと,UCVhqMOH9cZ8M_mQ9kEIe5Cw,https://www.youtube.com/@hayatoch.7506,2021-04-29,221,35396,1190,
Ch.PsycheMori,UCMW32vnl7U-dGQFQlmXoNBQ,https://www.youtube.com/@ch.psychemori5452,2021-06-18,15,1144,420,Missing失蹤人口
緣醬Enchan ch.,UCnLD_X_sYv2xUBOdttZQz7g,https://www.youtube.com/@enchanch.9226,2022-03-05,114,21390,653,
娜歐蜜 Naomi Ch.,UC8QICNboECnsfblvpi_A90w,https://www.youtube.com/@naomi_vtuber,2020-12-25,212,11902,356,
舟舟 JouJou Ch.,UCv6CBDHoMc4p7yZprKdgi2w,https://www.youtube.com/@joujou_vt,2021-08-28,209,17001,352,
天晴Haruru,UCmS_0q3EI_KksF6SvCdlH3g,https://www.youtube.com/@tcharuru72,2021-07-06,243,76508,2010,
Rosalia Elina Ch. 【HKVtuber】,UCsp0rv5-xXA-0Ah8InEgOvQ,https://www.youtube.com/@rosaliaelinach.hkvtuber9463,2021-05-13,23,3517,186,
 【Petrichor🦘】諾亞·希爾維斯特 ch,UCo20K6EZO7O23eKyDpPclLA,https://www.youtube.com/@noahsilvester1116,2021-12-02,32,2412,139,
Elazul Roy ロイ エラズル,UCTz1FkoEE6Qe-E_gD-M67Qw,https://www.youtube.com/@elazulroy,2013-03-30,353,48557,2260,
月眉,UC_oz3bkKUYpIjL_iOjSumDw,https://www.youtube.com/@kizunanofantasy,2011-09-16,1007,84387,430,
縫針 茜 | Akane Nuibari 【HKVtuber】,UCS-WofqHZo5NGCPUeZZ749g,https://www.youtube.com/@akabari,2021-05-25,64,11633,321,
土芒果社-神奇熱水壺 G-Bao,UCR0jqDkiTPm6kCbHeKQw2WQ,https://www.youtube.com/@gbao0217,2021-03-17,58,28121,1390,土芒果社
札奇Zackeyz ch.,UCll_ZwHSd6NLmkUBCND3vJw,https://www.youtube.com/@zackeyzch.8527,2021-11-28,56,14839,557,第二鈕扣風味社
